participantID,videoID,videoURL
P10,V176,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7373254464062410017
P10,V036,https://www.tiktok.com/@giuseppeconte_it/video/7371918109315239200
P10,V082,https://www.tiktok.com/@antonio.tajani/video/7374404792594074912
P10,V035,https://www.tiktok.com/@giuseppeconte_it/video/7372233491615911201
P10,V196,https://www.tiktok.com/@giuseppeconte_it/video/7377723915516349729
P11,V235,https://www.tiktok.com/@fratelliditalia/video/7368508586487549216
P11,V087,https://www.tiktok.com/@matteosalviniufficiale/video/7374488967544081696
P11,V117,https://www.tiktok.com/@fratelliditalia/video/7375919364651961632
P11,V224,https://www.tiktok.com/@matteosalviniufficiale/video/7367060500372294944
P11,V175,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7373344506965527841
P11,V013,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7368004444174208289
P11,V154,https://www.tiktok.com/@matteosalviniufficiale/video/7376907250637507873
P11,V180,https://www.tiktok.com/@giuseppeconte_it/video/7377425492531531040
P11,V194,https://www.tiktok.com/@fratelliditalia/video/7377735013095214368
P11,V204,https://www.tiktok.com/@piueuropaofficial/video/7377706298395151648
P11,V140,https://www.tiktok.com/@fratelliditalia/video/7376598390504836385
P11,V217,https://www.tiktok.com/@matteorenziufficiale/video/7366999388268301600
P11,V014,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7367692228522741024
P11,V137,https://www.tiktok.com/@fratelliditalia/video/7376702457566547232
P11,V161,https://www.tiktok.com/@fratelliditalia/video/7377331068094991648
P12,V150,https://www.tiktok.com/@fratelliditalia/video/7376981597846916384
P12,V205,https://www.tiktok.com/@piueuropaofficial/video/7377704670854270240
P12,V217,https://www.tiktok.com/@matteorenziufficiale/video/7366999388268301600
P12,V029,https://www.tiktok.com/@giuseppeconte_it/video/7371717433394056481
P12,V144,https://www.tiktok.com/@matteorenziufficiale/video/7376701999242317089
P12,V126,https://www.tiktok.com/@matteorenziufficiale/video/7375824979268619553
P12,V223,https://www.tiktok.com/@partitodemocratico/video/7367085720546135328
P12,V222,https://www.tiktok.com/@partitodemocratico/video/7367293464712678689
P12,V118,https://www.tiktok.com/@fratelliditalia/video/7375899007144545568
P12,V064,https://www.tiktok.com/@matteosalviniufficiale/video/7373297459339988256
P12,V059,https://www.tiktok.com/@carlocalendaofficial/video/7373222178587790624
P12,V214,https://www.tiktok.com/@fratelliditalia/video/7366561858410581280
P12,V049,https://www.tiktok.com/@partitodemocratico/video/7372509864121224480
P12,V223,https://www.tiktok.com/@partitodemocratico/video/7367085720546135328
P12,V113,https://www.tiktok.com/@piueuropaofficial/video/7375605417923153185
P13,V237,https://www.tiktok.com/@matteosalviniufficiale/video/7368500709530160417
P13,V238,https://www.tiktok.com/@matteosalviniufficiale/video/7368457685475314977
P13,V011,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7369116762794724640
P13,V025,https://www.tiktok.com/@partitodemocratico/video/7371367613118598433
P13,V018,https://www.tiktok.com/@movimento5stelle_/video/7369580849550871840
P13,V015,https://www.tiktok.com/@matteosalviniufficiale/video/7370827166776429857
P13,V033,https://www.tiktok.com/@matteosalviniufficiale/video/7371836643877113121
P13,V200,https://www.tiktok.com/@matteosalviniufficiale/video/7377815296352079136
P13,V101,https://www.tiktok.com/@giuseppeconte_it/video/7375243991865986336
P13,V074,https://www.tiktok.com/@giuseppeconte_it/video/7374141379548597536
P13,V096,https://www.tiktok.com/@carlocalendaofficial/video/7375173417370176801
P13,V225,https://www.tiktok.com/@europaverde/video/7367434253744852256
P13,V008,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7370439533835357472
P13,V013,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7368004444174208289
P13,V236,https://www.tiktok.com/@fratelliditalia/video/7368490627895528737
P14,V065,https://www.tiktok.com/@carlocalendaofficial/video/7373686929725967649
P14,V078,https://www.tiktok.com/@matteosalviniufficiale/video/7374016720211692832
P14,V012,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7368085325316394272
P14,V021,https://www.tiktok.com/@fratelliditalia/video/7371472708984425760
P14,V201,https://www.tiktok.com/@matteosalviniufficiale/video/7377736027571490080
P14,V097,https://www.tiktok.com/@carlocalendaofficial/video/7375088985045241120
P14,V249,https://www.tiktok.com/@fratelliditalia/video/7369268297294007584
P14,V147,https://www.tiktok.com/@antonio.tajani/video/7376968849599515936
P14,V074,https://www.tiktok.com/@giuseppeconte_it/video/7374141379548597536
P14,V108,https://www.tiktok.com/@fratelliditalia/video/7375592142007176480
P14,V056,https://www.tiktok.com/@matteosalviniufficiale/video/7373005917505277216
P14,V198,https://www.tiktok.com/@matteosalviniufficiale/video/7377856777758559521
P14,V115,https://www.tiktok.com/@carlocalendaofficial/video/7375973728452136224
P14,V248,https://www.tiktok.com/@matteosalviniufficiale/video/7368562253886442785
P14,V035,https://www.tiktok.com/@giuseppeconte_it/video/7372233491615911201
P15,V052,https://www.tiktok.com/@carlocalendaofficial/video/7372879442936352032
P15,V045,https://www.tiktok.com/@antonio.tajani/video/7372617153725484321
P15,V025,https://www.tiktok.com/@partitodemocratico/video/7371367613118598433
P15,V074,https://www.tiktok.com/@giuseppeconte_it/video/7374141379548597536
P15,V077,https://www.tiktok.com/@matteosalviniufficiale/video/7374068379570785569
P15,V042,https://www.tiktok.com/@partitodemocratico/video/7372125888365727009
P15,V024,https://www.tiktok.com/@matteorenziufficiale/video/7371395025244130592
P15,V016,https://www.tiktok.com/@partitodemocratico/video/7370995531666951456
P15,V151,https://www.tiktok.com/@fratelliditalia/video/7376955617891716384
P15,V250,https://www.tiktok.com/@fratelliditalia/video/7369243487767711009
P15,V180,https://www.tiktok.com/@giuseppeconte_it/video/7377425492531531040
P15,V214,https://www.tiktok.com/@fratelliditalia/video/7366561858410581280
P15,V119,https://www.tiktok.com/@fratelliditalia/video/7375879627350314272
P15,V012,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7368085325316394272
P15,V102,https://www.tiktok.com/@matteosalviniufficiale/video/7375221919764860193
P16,V053,https://www.tiktok.com/@carlocalendaofficial/video/7372833984591580449
P16,V168,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7375615444239142176
P16,V191,https://www.tiktok.com/@carlocalendaofficial/video/7377686214545018144
P16,V001,https://www.tiktok.com/@matteosalviniufficiale/video/7370261209871830305
P16,V210,https://www.tiktok.com/@matteosalviniufficiale/video/7378446363056540960
P16,V066,https://www.tiktok.com/@carlocalendaofficial/video/7373630314154872097
P16,V102,https://www.tiktok.com/@matteosalviniufficiale/video/7375221919764860193
P16,V045,https://www.tiktok.com/@antonio.tajani/video/7372617153725484321
P16,V017,https://www.tiktok.com/@piueuropaofficial/video/7371056092010286368
P16,V152,https://www.tiktok.com/@matteosalviniufficiale/video/7377041828383657248
P16,V207,https://www.tiktok.com/@matteosalviniufficiale/video/7378147508305906976
P16,V072,https://www.tiktok.com/@fratelliditalia/video/7374075876935339297
P16,V108,https://www.tiktok.com/@fratelliditalia/video/7375592142007176480
P16,V036,https://www.tiktok.com/@giuseppeconte_it/video/7371918109315239200
P16,V242,https://www.tiktok.com/@europaverde/video/7368751975841860897
P17,V111,https://www.tiktok.com/@giuseppeconte_it/video/7375628095136615713
P17,V155,https://www.tiktok.com/@matteosalviniufficiale/video/7376294504149568801
P17,V187,https://www.tiktok.com/@antonio.tajani/video/7377705808882126113
P17,V210,https://www.tiktok.com/@matteosalviniufficiale/video/7378446363056540960
P17,V034,https://www.tiktok.com/@matteosalviniufficiale/video/7371732194156399905
P17,V117,https://www.tiktok.com/@fratelliditalia/video/7375919364651961632
P17,V015,https://www.tiktok.com/@matteosalviniufficiale/video/7370827166776429857
P17,V196,https://www.tiktok.com/@giuseppeconte_it/video/7377723915516349729
P17,V115,https://www.tiktok.com/@carlocalendaofficial/video/7375973728452136224
P17,V131,https://www.tiktok.com/@matteosalviniufficiale/video/7376378787061058849
P17,V186,https://www.tiktok.com/@antonio.tajani/video/7377759745932922144
P17,V199,https://www.tiktok.com/@matteosalviniufficiale/video/7377830079935696161
P17,V115,https://www.tiktok.com/@carlocalendaofficial/video/7375973728452136224
P17,V150,https://www.tiktok.com/@fratelliditalia/video/7376981597846916384
P17,V184,https://www.tiktok.com/@partitodemocratico/video/7377381344558468384
P18,V106,https://www.tiktok.com/@carlocalendaofficial/video/7375634758929304865
P18,V060,https://www.tiktok.com/@fratelliditalia/video/7373245245321940256
P18,V124,https://www.tiktok.com/@matteosalviniufficiale/video/7376001271288827168
P18,V219,https://www.tiktok.com/@fratelliditalia/video/7367337337803607329
P18,V085,https://www.tiktok.com/@partitodemocratico/video/7374360288306482464
P18,V077,https://www.tiktok.com/@matteosalviniufficiale/video/7374068379570785569
P18,V040,https://www.tiktok.com/@matteosalviniufficiale/video/7372092455228869921
P18,V083,https://www.tiktok.com/@fratelliditalia/video/7374449417614675232
P18,V070,https://www.tiktok.com/@partitodemocratico/video/7373602947357347104
P18,V088,https://www.tiktok.com/@matteosalviniufficiale/video/7374387797924285729
P18,V044,https://www.tiktok.com/@piueuropaofficial/video/7372250268315962657
P18,V186,https://www.tiktok.com/@antonio.tajani/video/7377759745932922144
P18,V050,https://www.tiktok.com/@piueuropaofficial/video/7372499277492374816
P18,V046,https://www.tiktok.com/@carlocalendaofficial/video/7372558656501452064
P18,V196,https://www.tiktok.com/@giuseppeconte_it/video/7377723915516349729
P19,V112,https://www.tiktok.com/@matteosalviniufficiale/video/7375593379058437408
P19,V129,https://www.tiktok.com/@giuseppeconte_it/video/7376347797928414496
P19,V213,https://www.tiktok.com/@fratelliditalia/video/7366926375346801953
P19,V192,https://www.tiktok.com/@fratelliditalia/video/7377846267629669664
